filename,true_label,source_original_pred,source_adv_pred,source_success
ILSVRC2012_val_00018317.png,1,1,1,False
ILSVRC2012_val_00045761.png,2,2,2,False
ILSVRC2012_val_00020011.png,3,3,3,False
ILSVRC2012_val_00026001.png,4,4,4,False
ILSVRC2012_val_00035367.png,5,5,5,False
ILSVRC2012_val_00017440.png,6,6,6,False
ILSVRC2012_val_00026908.png,7,7,7,False
ILSVRC2012_val_00028221.png,8,8,8,False
ILSVRC2012_val_00026271.png,9,9,9,False
ILSVRC2012_val_00049090.png,10,10,10,False
ILSVRC2012_val_00037748.png,11,11,11,False
ILSVRC2012_val_00016252.png,12,12,12,False
ILSVRC2012_val_00020495.png,13,13,13,False
ILSVRC2012_val_00003116.png,14,14,14,False
ILSVRC2012_val_00027811.png,15,15,15,False
ILSVRC2012_val_00034482.png,16,16,16,False
ILSVRC2012_val_00042600.png,17,17,17,False
ILSVRC2012_val_00034144.png,18,18,18,False
ILSVRC2012_val_00041206.png,19,19,19,False
ILSVRC2012_val_00017017.png,20,20,20,False
ILSVRC2012_val_00024059.png,21,21,21,False
ILSVRC2012_val_00013393.png,22,22,22,False
ILSVRC2012_val_00040474.png,23,23,23,False
ILSVRC2012_val_00022165.png,24,24,24,False
ILSVRC2012_val_00000318.png,25,25,25,False
ILSVRC2012_val_00012588.png,26,26,26,False
ILSVRC2012_val_00007561.png,27,27,27,False
ILSVRC2012_val_00017185.png,28,28,28,False
ILSVRC2012_val_00027931.png,29,29,29,False
ILSVRC2012_val_00013940.png,30,30,30,False
ILSVRC2012_val_00028352.png,31,31,31,False
ILSVRC2012_val_00043303.png,32,32,32,False
ILSVRC2012_val_00011303.png,33,33,33,False
ILSVRC2012_val_00041641.png,34,34,34,False
ILSVRC2012_val_00044755.png,35,35,35,False
ILSVRC2012_val_00013394.png,36,36,36,False
ILSVRC2012_val_00034770.png,37,37,37,False
ILSVRC2012_val_00027858.png,38,38,38,False
ILSVRC2012_val_00026793.png,39,39,39,False
ILSVRC2012_val_00033058.png,40,40,40,False
ILSVRC2012_val_00044996.png,41,41,41,False
ILSVRC2012_val_00042602.png,42,42,42,False
ILSVRC2012_val_00022247.png,43,43,43,False
ILSVRC2012_val_00044980.png,44,44,44,False
ILSVRC2012_val_00021786.png,45,45,45,False
ILSVRC2012_val_00047675.png,46,46,46,False
ILSVRC2012_val_00039203.png,47,47,47,False
ILSVRC2012_val_00017490.png,48,48,48,False
ILSVRC2012_val_00019652.png,49,49,49,False
ILSVRC2012_val_00035623.png,50,50,50,False
ILSVRC2012_val_00018666.png,51,51,51,False
ILSVRC2012_val_00027193.png,52,52,52,False
ILSVRC2012_val_00046257.png,53,53,53,False
ILSVRC2012_val_00031596.png,54,54,54,False
ILSVRC2012_val_00039732.png,55,55,55,False
ILSVRC2012_val_00030719.png,56,56,56,False
ILSVRC2012_val_00005676.png,57,57,57,False
ILSVRC2012_val_00006699.png,58,58,58,False
ILSVRC2012_val_00034970.png,59,59,59,False
ILSVRC2012_val_00002439.png,60,60,60,False
ILSVRC2012_val_00033547.png,61,61,61,False
ILSVRC2012_val_00013730.png,62,62,62,False
ILSVRC2012_val_00017927.png,63,63,63,False
ILSVRC2012_val_00049823.png,64,64,64,False
ILSVRC2012_val_00028197.png,65,56,56,True
ILSVRC2012_val_00000324.png,66,66,66,False
ILSVRC2012_val_00046538.png,67,67,67,False
ILSVRC2012_val_00038068.png,68,68,68,False
ILSVRC2012_val_00024609.png,69,69,69,False
ILSVRC2012_val_00015756.png,70,70,70,False
ILSVRC2012_val_00037311.png,71,71,71,False
ILSVRC2012_val_00043197.png,72,72,72,False
ILSVRC2012_val_00003008.png,73,73,73,False
ILSVRC2012_val_00023692.png,74,74,74,False
ILSVRC2012_val_00046384.png,75,75,75,False
ILSVRC2012_val_00016936.png,76,76,76,False
ILSVRC2012_val_00041311.png,77,77,77,False
ILSVRC2012_val_00010801.png,78,78,78,False
ILSVRC2012_val_00032783.png,79,79,79,False
ILSVRC2012_val_00005072.png,80,80,80,False
ILSVRC2012_val_00007126.png,81,81,81,False
ILSVRC2012_val_00009827.png,82,82,82,False
ILSVRC2012_val_00036573.png,83,83,83,False
ILSVRC2012_val_00033098.png,84,84,84,False
ILSVRC2012_val_00022767.png,85,85,85,False
ILSVRC2012_val_00043990.png,86,86,86,False
ILSVRC2012_val_00043041.png,87,87,87,False
ILSVRC2012_val_00049962.png,88,88,88,False
ILSVRC2012_val_00012864.png,89,89,89,False
ILSVRC2012_val_00041041.png,90,90,90,False
ILSVRC2012_val_00007778.png,91,91,91,False
ILSVRC2012_val_00044108.png,92,92,92,False
ILSVRC2012_val_00040014.png,93,93,93,False
ILSVRC2012_val_00048549.png,94,94,94,False
ILSVRC2012_val_00023796.png,95,95,95,False
ILSVRC2012_val_00011315.png,96,96,96,False
ILSVRC2012_val_00036354.png,97,97,97,False
ILSVRC2012_val_00022364.png,98,98,98,False
ILSVRC2012_val_00036162.png,99,99,99,False
ILSVRC2012_val_00029785.png,100,100,100,False
ILSVRC2012_val_00009998.png,101,101,101,False
ILSVRC2012_val_00036826.png,102,102,102,False
ILSVRC2012_val_00030772.png,103,103,103,False
ILSVRC2012_val_00042336.png,104,104,104,False
ILSVRC2012_val_00046362.png,105,105,105,False
ILSVRC2012_val_00015072.png,106,106,106,False
ILSVRC2012_val_00015717.png,107,107,107,False
ILSVRC2012_val_00038400.png,108,108,108,False
ILSVRC2012_val_00012332.png,109,109,109,False
ILSVRC2012_val_00017794.png,110,110,110,False
ILSVRC2012_val_00033409.png,111,111,111,False
ILSVRC2012_val_00026452.png,112,112,112,False
ILSVRC2012_val_00028654.png,113,113,113,False
ILSVRC2012_val_00030012.png,114,114,114,False
ILSVRC2012_val_00018757.png,115,115,115,False
ILSVRC2012_val_00008160.png,116,116,116,False
ILSVRC2012_val_00028345.png,117,117,117,False
ILSVRC2012_val_00034644.png,118,118,118,False
ILSVRC2012_val_00040764.png,119,119,119,False
ILSVRC2012_val_00011071.png,120,120,120,False
ILSVRC2012_val_00017911.png,121,121,121,False
ILSVRC2012_val_00023264.png,122,122,122,False
ILSVRC2012_val_00046975.png,123,123,123,False
ILSVRC2012_val_00012455.png,124,124,124,False
ILSVRC2012_val_00049661.png,125,125,125,False
ILSVRC2012_val_00031943.png,126,126,126,False
ILSVRC2012_val_00042774.png,127,127,127,False
ILSVRC2012_val_00026340.png,128,128,128,False
ILSVRC2012_val_00026338.png,129,129,129,False
ILSVRC2012_val_00013256.png,130,130,130,False
ILSVRC2012_val_00000356.png,131,131,131,False
ILSVRC2012_val_00033760.png,132,132,132,False
ILSVRC2012_val_00026861.png,133,133,133,False
ILSVRC2012_val_00042966.png,134,134,134,False
ILSVRC2012_val_00037379.png,135,135,135,False
ILSVRC2012_val_00019998.png,136,136,136,False
ILSVRC2012_val_00024020.png,137,137,137,False
ILSVRC2012_val_00006814.png,138,138,138,False
ILSVRC2012_val_00038522.png,139,139,139,False
ILSVRC2012_val_00042705.png,140,140,140,False
ILSVRC2012_val_00003964.png,141,141,141,False
ILSVRC2012_val_00000470.png,142,142,142,False
ILSVRC2012_val_00029913.png,143,143,143,False
ILSVRC2012_val_00011052.png,144,144,144,False
ILSVRC2012_val_00043841.png,145,145,145,False
ILSVRC2012_val_00047685.png,146,146,146,False
ILSVRC2012_val_00031023.png,147,147,147,False
ILSVRC2012_val_00041029.png,148,148,148,False
ILSVRC2012_val_00028941.png,149,149,149,False
ILSVRC2012_val_00022669.png,150,150,150,False
ILSVRC2012_val_00046758.png,151,151,151,False
ILSVRC2012_val_00039439.png,152,152,152,False
ILSVRC2012_val_00037960.png,153,153,153,False
ILSVRC2012_val_00039695.png,154,154,154,False
ILSVRC2012_val_00001069.png,155,155,155,False
ILSVRC2012_val_00012394.png,156,156,156,False
ILSVRC2012_val_00022521.png,157,157,157,False
ILSVRC2012_val_00028429.png,158,158,158,False
ILSVRC2012_val_00020963.png,159,159,159,False
ILSVRC2012_val_00017792.png,160,160,160,False
ILSVRC2012_val_00029056.png,161,161,161,False
ILSVRC2012_val_00025539.png,162,162,162,False
ILSVRC2012_val_00031220.png,163,163,163,False
ILSVRC2012_val_00044554.png,164,164,164,False
ILSVRC2012_val_00013962.png,165,165,165,False
ILSVRC2012_val_00045878.png,166,166,166,False
ILSVRC2012_val_00042394.png,167,167,167,False
ILSVRC2012_val_00018649.png,168,168,168,False
ILSVRC2012_val_00011176.png,169,169,169,False
ILSVRC2012_val_00040878.png,170,170,170,False
ILSVRC2012_val_00011311.png,171,171,171,False
ILSVRC2012_val_00012416.png,172,172,172,False
ILSVRC2012_val_00012644.png,173,173,173,False
ILSVRC2012_val_00004434.png,174,174,174,False
ILSVRC2012_val_00010665.png,175,175,175,False
ILSVRC2012_val_00002059.png,176,176,176,False
ILSVRC2012_val_00041908.png,177,177,177,False
ILSVRC2012_val_00031364.png,178,178,178,False
ILSVRC2012_val_00021668.png,179,179,179,False
ILSVRC2012_val_00000248.png,180,180,180,False
ILSVRC2012_val_00004947.png,181,181,181,False
ILSVRC2012_val_00004342.png,182,182,182,False
ILSVRC2012_val_00025302.png,183,183,183,False
ILSVRC2012_val_00001929.png,184,184,184,False
ILSVRC2012_val_00040915.png,185,185,185,False
ILSVRC2012_val_00014810.png,186,186,186,False
ILSVRC2012_val_00038457.png,187,187,187,False
ILSVRC2012_val_00044200.png,188,188,188,False
ILSVRC2012_val_00030776.png,189,189,189,False
ILSVRC2012_val_00004968.png,190,190,190,False
ILSVRC2012_val_00031845.png,191,191,191,False
ILSVRC2012_val_00042855.png,192,192,192,False
ILSVRC2012_val_00037723.png,193,193,193,False
ILSVRC2012_val_00032563.png,194,194,194,False
ILSVRC2012_val_00026267.png,195,195,195,False
ILSVRC2012_val_00004941.png,196,196,196,False
ILSVRC2012_val_00034118.png,197,197,197,False
ILSVRC2012_val_00032524.png,198,198,198,False
ILSVRC2012_val_00015592.png,199,199,199,False
ILSVRC2012_val_00003232.png,200,200,200,False
ILSVRC2012_val_00002630.png,201,201,201,False
ILSVRC2012_val_00033775.png,202,202,202,False
ILSVRC2012_val_00003198.png,203,203,203,False
ILSVRC2012_val_00027017.png,204,204,204,False
ILSVRC2012_val_00033763.png,205,205,205,False
ILSVRC2012_val_00013712.png,206,206,206,False
ILSVRC2012_val_00038920.png,207,207,207,False
ILSVRC2012_val_00034584.png,208,208,208,False
ILSVRC2012_val_00008346.png,209,209,209,False
ILSVRC2012_val_00040639.png,210,210,210,False
ILSVRC2012_val_00038044.png,211,211,211,False
ILSVRC2012_val_00017439.png,212,212,212,False
ILSVRC2012_val_00031785.png,213,213,213,False
ILSVRC2012_val_00009476.png,214,214,214,False
ILSVRC2012_val_00014745.png,215,215,215,False
ILSVRC2012_val_00013927.png,216,216,216,False
ILSVRC2012_val_00025471.png,217,217,217,False
ILSVRC2012_val_00014125.png,218,218,218,False
ILSVRC2012_val_00002353.png,219,219,219,False
ILSVRC2012_val_00041928.png,220,220,220,False
ILSVRC2012_val_00025181.png,221,221,221,False
ILSVRC2012_val_00047110.png,222,222,222,False
ILSVRC2012_val_00025006.png,223,223,223,False
ILSVRC2012_val_00013489.png,224,224,224,False
ILSVRC2012_val_00010928.png,225,225,225,False
ILSVRC2012_val_00011323.png,226,226,226,False
ILSVRC2012_val_00027053.png,227,227,227,False
ILSVRC2012_val_00043878.png,228,228,228,False
ILSVRC2012_val_00029214.png,229,229,229,False
ILSVRC2012_val_00030831.png,230,230,230,False
ILSVRC2012_val_00017879.png,231,231,231,False
ILSVRC2012_val_00027165.png,232,232,232,False
ILSVRC2012_val_00034069.png,233,233,233,False
ILSVRC2012_val_00016409.png,234,234,234,False
ILSVRC2012_val_00034429.png,235,235,235,False
ILSVRC2012_val_00024896.png,236,236,236,False
ILSVRC2012_val_00017646.png,237,237,237,False
ILSVRC2012_val_00035233.png,238,238,238,False
ILSVRC2012_val_00021196.png,239,239,239,False
ILSVRC2012_val_00005175.png,240,240,240,False
ILSVRC2012_val_00045080.png,241,241,241,False
ILSVRC2012_val_00032522.png,242,242,242,False
ILSVRC2012_val_00013856.png,243,243,243,False
ILSVRC2012_val_00017075.png,244,244,244,False
ILSVRC2012_val_00043131.png,245,245,245,False
ILSVRC2012_val_00026918.png,246,246,246,False
ILSVRC2012_val_00043452.png,247,247,247,False
ILSVRC2012_val_00002609.png,248,248,248,False
ILSVRC2012_val_00009157.png,249,249,249,False
ILSVRC2012_val_00009416.png,250,250,250,False
ILSVRC2012_val_00044104.png,251,251,251,False
ILSVRC2012_val_00022581.png,252,252,252,False
ILSVRC2012_val_00027947.png,253,253,253,False
ILSVRC2012_val_00043319.png,254,254,254,False
ILSVRC2012_val_00039291.png,255,255,255,False
ILSVRC2012_val_00013159.png,256,256,256,False
ILSVRC2012_val_00023569.png,257,257,257,False
ILSVRC2012_val_00036918.png,258,258,258,False
ILSVRC2012_val_00042625.png,259,259,259,False
ILSVRC2012_val_00021540.png,260,260,260,False
ILSVRC2012_val_00045687.png,261,261,261,False
ILSVRC2012_val_00016303.png,262,262,262,False
ILSVRC2012_val_00044473.png,263,263,263,False
ILSVRC2012_val_00023546.png,264,264,264,False
ILSVRC2012_val_00001686.png,265,265,265,False
ILSVRC2012_val_00012039.png,266,266,266,False
ILSVRC2012_val_00030403.png,267,267,267,False
ILSVRC2012_val_00016697.png,268,268,268,False
ILSVRC2012_val_00026509.png,269,269,269,False
ILSVRC2012_val_00011188.png,270,270,270,False
ILSVRC2012_val_00013358.png,271,271,271,False
ILSVRC2012_val_00037617.png,272,272,272,False
ILSVRC2012_val_00028916.png,273,273,273,False
ILSVRC2012_val_00030693.png,274,274,274,False
ILSVRC2012_val_00001148.png,275,275,275,False
ILSVRC2012_val_00022432.png,276,276,276,False
ILSVRC2012_val_00021035.png,277,277,277,False
ILSVRC2012_val_00014798.png,278,278,278,False
ILSVRC2012_val_00033561.png,279,279,279,False
ILSVRC2012_val_00034065.png,280,280,280,False
ILSVRC2012_val_00026842.png,281,281,281,False
ILSVRC2012_val_00045239.png,282,282,282,False
ILSVRC2012_val_00000796.png,283,283,283,False
ILSVRC2012_val_00015898.png,284,284,284,False
ILSVRC2012_val_00039931.png,285,285,285,False
ILSVRC2012_val_00005207.png,286,286,286,False
ILSVRC2012_val_00021045.png,287,287,287,False
ILSVRC2012_val_00049483.png,288,288,288,False
ILSVRC2012_val_00030737.png,289,289,289,False
ILSVRC2012_val_00026982.png,290,290,290,False
ILSVRC2012_val_00049347.png,291,291,291,False
ILSVRC2012_val_00001359.png,292,292,292,False
ILSVRC2012_val_00023810.png,293,293,293,False
ILSVRC2012_val_00029216.png,294,294,294,False
ILSVRC2012_val_00015955.png,295,295,295,False
ILSVRC2012_val_00048118.png,296,296,296,False
ILSVRC2012_val_00019930.png,297,297,297,False
ILSVRC2012_val_00032283.png,298,298,298,False
ILSVRC2012_val_00018630.png,299,299,299,False
ILSVRC2012_val_00047118.png,300,300,300,False
ILSVRC2012_val_00021653.png,301,301,301,False
ILSVRC2012_val_00031140.png,302,302,302,False
ILSVRC2012_val_00009626.png,303,303,303,False
ILSVRC2012_val_00045848.png,304,304,304,False
ILSVRC2012_val_00036613.png,305,305,305,False
ILSVRC2012_val_00013351.png,306,306,306,False
ILSVRC2012_val_00004339.png,307,307,307,False
ILSVRC2012_val_00028453.png,308,308,308,False
ILSVRC2012_val_00040397.png,309,309,309,False
ILSVRC2012_val_00020657.png,310,310,310,False
ILSVRC2012_val_00003814.png,311,311,311,False
ILSVRC2012_val_00022737.png,312,312,312,False
ILSVRC2012_val_00018535.png,313,313,313,False
ILSVRC2012_val_00016740.png,314,314,314,False
ILSVRC2012_val_00021755.png,315,315,315,False
ILSVRC2012_val_00017115.png,316,316,316,False
ILSVRC2012_val_00044407.png,317,317,317,False
ILSVRC2012_val_00029444.png,318,318,318,False
ILSVRC2012_val_00047939.png,319,319,319,False
ILSVRC2012_val_00046425.png,320,320,320,False
ILSVRC2012_val_00042764.png,321,321,321,False
ILSVRC2012_val_00008693.png,322,322,322,False
ILSVRC2012_val_00030779.png,323,323,323,False
ILSVRC2012_val_00011374.png,324,324,324,False
ILSVRC2012_val_00039335.png,325,325,325,False
ILSVRC2012_val_00034368.png,326,326,326,False
ILSVRC2012_val_00043218.png,327,327,327,False
ILSVRC2012_val_00001161.png,328,328,328,False
ILSVRC2012_val_00028454.png,329,329,329,False
ILSVRC2012_val_00036810.png,330,330,330,False
ILSVRC2012_val_00033548.png,331,331,331,False
ILSVRC2012_val_00023041.png,332,332,332,False
ILSVRC2012_val_00032730.png,333,333,333,False
ILSVRC2012_val_00013528.png,334,334,334,False
ILSVRC2012_val_00044646.png,335,335,335,False
ILSVRC2012_val_00038993.png,336,336,336,False
ILSVRC2012_val_00018582.png,337,337,337,False
ILSVRC2012_val_00003202.png,338,338,338,False
ILSVRC2012_val_00003675.png,339,339,339,False
ILSVRC2012_val_00017532.png,340,340,340,False
ILSVRC2012_val_00018423.png,341,341,341,False
ILSVRC2012_val_00026390.png,342,342,342,False
ILSVRC2012_val_00025142.png,343,343,343,False
ILSVRC2012_val_00025638.png,344,344,344,False
ILSVRC2012_val_00036081.png,345,345,345,False
ILSVRC2012_val_00004838.png,346,346,346,False
ILSVRC2012_val_00037946.png,347,347,347,False
ILSVRC2012_val_00032942.png,348,348,348,False
ILSVRC2012_val_00038653.png,349,349,349,False
ILSVRC2012_val_00039697.png,350,350,350,False
ILSVRC2012_val_00001885.png,351,351,351,False
ILSVRC2012_val_00017389.png,352,352,352,False
ILSVRC2012_val_00032385.png,353,353,353,False
ILSVRC2012_val_00046413.png,354,354,354,False
ILSVRC2012_val_00015861.png,355,355,355,False
ILSVRC2012_val_00001050.png,356,356,356,False
ILSVRC2012_val_00048496.png,357,357,357,False
ILSVRC2012_val_00005621.png,358,358,358,False
ILSVRC2012_val_00010052.png,359,359,359,False
ILSVRC2012_val_00036771.png,360,360,360,False
ILSVRC2012_val_00016202.png,361,361,361,False
ILSVRC2012_val_00000446.png,362,362,362,False
ILSVRC2012_val_00012860.png,363,363,363,False
ILSVRC2012_val_00018994.png,364,364,364,False
ILSVRC2012_val_00035990.png,365,365,365,False
ILSVRC2012_val_00047956.png,366,366,366,False
ILSVRC2012_val_00028177.png,367,367,367,False
ILSVRC2012_val_00008889.png,368,368,368,False
ILSVRC2012_val_00004058.png,369,369,369,False
ILSVRC2012_val_00008179.png,370,370,370,False
ILSVRC2012_val_00046645.png,371,371,371,False
ILSVRC2012_val_00007845.png,372,372,372,False
ILSVRC2012_val_00032732.png,373,373,373,False
ILSVRC2012_val_00045230.png,374,374,374,False
ILSVRC2012_val_00044914.png,375,375,375,False
ILSVRC2012_val_00028585.png,376,376,376,False
ILSVRC2012_val_00018749.png,377,377,377,False
ILSVRC2012_val_00006014.png,378,378,378,False
ILSVRC2012_val_00047365.png,379,379,379,False
ILSVRC2012_val_00007297.png,380,380,380,False
ILSVRC2012_val_00033927.png,381,381,381,False
ILSVRC2012_val_00026217.png,382,382,382,False
ILSVRC2012_val_00047853.png,383,383,383,False
ILSVRC2012_val_00001054.png,384,384,384,False
ILSVRC2012_val_00046745.png,385,385,385,False
ILSVRC2012_val_00040258.png,386,386,386,False
ILSVRC2012_val_00038578.png,387,387,387,False
ILSVRC2012_val_00014686.png,388,388,388,False
ILSVRC2012_val_00048200.png,389,389,389,False
ILSVRC2012_val_00012982.png,390,390,390,False
ILSVRC2012_val_00032579.png,391,391,391,False
ILSVRC2012_val_00047174.png,392,392,392,False
ILSVRC2012_val_00008724.png,393,393,393,False
ILSVRC2012_val_00034042.png,394,394,394,False
ILSVRC2012_val_00031255.png,395,395,395,False
ILSVRC2012_val_00033541.png,396,396,396,False
ILSVRC2012_val_00009165.png,397,397,397,False
ILSVRC2012_val_00019403.png,398,398,398,False
ILSVRC2012_val_00002148.png,399,399,399,False
ILSVRC2012_val_00005187.png,400,400,400,False
ILSVRC2012_val_00021881.png,401,401,401,False
ILSVRC2012_val_00013625.png,402,402,402,False
ILSVRC2012_val_00041930.png,403,403,403,False
ILSVRC2012_val_00033900.png,404,404,404,False
ILSVRC2012_val_00046971.png,405,405,405,False
ILSVRC2012_val_00010147.png,406,406,406,False
ILSVRC2012_val_00044658.png,407,407,407,False
ILSVRC2012_val_00024296.png,408,408,408,False
ILSVRC2012_val_00008360.png,409,409,409,False
ILSVRC2012_val_00015108.png,410,410,410,False
ILSVRC2012_val_00002391.png,411,411,411,False
ILSVRC2012_val_00042510.png,412,412,412,False
ILSVRC2012_val_00010877.png,413,413,413,False
ILSVRC2012_val_00014056.png,414,414,414,False
ILSVRC2012_val_00042327.png,415,415,415,False
ILSVRC2012_val_00021256.png,416,416,416,False
ILSVRC2012_val_00039129.png,417,417,417,False
ILSVRC2012_val_00040361.png,418,418,418,False
ILSVRC2012_val_00010497.png,419,419,419,False
ILSVRC2012_val_00006039.png,420,420,420,False
ILSVRC2012_val_00013131.png,421,421,421,False
ILSVRC2012_val_00023325.png,422,422,422,False
ILSVRC2012_val_00037608.png,423,423,423,False
ILSVRC2012_val_00043116.png,424,424,424,False
ILSVRC2012_val_00000076.png,425,425,425,False
ILSVRC2012_val_00019730.png,426,426,426,False
ILSVRC2012_val_00003043.png,427,427,427,False
ILSVRC2012_val_00000787.png,428,428,428,False
ILSVRC2012_val_00048739.png,429,429,429,False
ILSVRC2012_val_00026506.png,430,430,430,False
ILSVRC2012_val_00034473.png,431,431,431,False
ILSVRC2012_val_00047642.png,432,432,432,False
ILSVRC2012_val_00029252.png,433,433,433,False
ILSVRC2012_val_00039810.png,434,434,434,False
ILSVRC2012_val_00027792.png,435,435,435,False
ILSVRC2012_val_00028638.png,436,436,436,False
ILSVRC2012_val_00037160.png,437,437,437,False
ILSVRC2012_val_00035911.png,438,438,438,False
ILSVRC2012_val_00034097.png,439,439,439,False
ILSVRC2012_val_00025841.png,440,440,440,False
ILSVRC2012_val_00035507.png,441,441,441,False
ILSVRC2012_val_00039742.png,442,442,442,False
ILSVRC2012_val_00037196.png,443,443,443,False
ILSVRC2012_val_00013154.png,444,444,444,False
ILSVRC2012_val_00026250.png,445,445,445,False
ILSVRC2012_val_00029050.png,446,446,446,False
ILSVRC2012_val_00034050.png,447,447,447,False
ILSVRC2012_val_00046109.png,448,448,448,False
ILSVRC2012_val_00004330.png,449,449,449,False
ILSVRC2012_val_00021432.png,450,450,450,False
ILSVRC2012_val_00045079.png,451,451,451,False
ILSVRC2012_val_00033619.png,452,452,452,False
ILSVRC2012_val_00005523.png,453,453,453,False
ILSVRC2012_val_00003502.png,454,454,454,False
ILSVRC2012_val_00046690.png,455,455,455,False
ILSVRC2012_val_00021639.png,456,456,456,False
ILSVRC2012_val_00006182.png,457,457,457,False
ILSVRC2012_val_00039746.png,458,458,458,False
ILSVRC2012_val_00019749.png,459,459,459,False
ILSVRC2012_val_00029303.png,460,460,460,False
ILSVRC2012_val_00002469.png,461,461,461,False
ILSVRC2012_val_00039079.png,462,462,462,False
ILSVRC2012_val_00041911.png,463,463,463,False
ILSVRC2012_val_00022064.png,464,464,464,False
ILSVRC2012_val_00009444.png,465,465,465,False
ILSVRC2012_val_00031560.png,466,466,466,False
ILSVRC2012_val_00033558.png,467,467,467,False
ILSVRC2012_val_00019799.png,468,468,468,False
ILSVRC2012_val_00024931.png,469,469,469,False
ILSVRC2012_val_00009140.png,470,470,470,False
ILSVRC2012_val_00008717.png,471,471,471,False
ILSVRC2012_val_00032815.png,472,472,472,False
ILSVRC2012_val_00024906.png,473,473,473,False
ILSVRC2012_val_00015663.png,474,474,474,False
ILSVRC2012_val_00001299.png,475,475,475,False
ILSVRC2012_val_00012473.png,476,476,476,False
ILSVRC2012_val_00040917.png,477,477,477,False
ILSVRC2012_val_00030460.png,478,478,478,False
ILSVRC2012_val_00000019.png,479,479,479,False
ILSVRC2012_val_00004412.png,480,480,480,False
ILSVRC2012_val_00036406.png,481,481,481,False
ILSVRC2012_val_00042137.png,482,482,482,False
ILSVRC2012_val_00012468.png,483,483,483,False
ILSVRC2012_val_00003916.png,484,484,484,False
ILSVRC2012_val_00032462.png,485,485,485,False
ILSVRC2012_val_00020817.png,486,486,486,False
ILSVRC2012_val_00012115.png,487,487,487,False
ILSVRC2012_val_00033654.png,488,488,488,False
ILSVRC2012_val_00046589.png,489,489,489,False
ILSVRC2012_val_00041954.png,490,490,490,False
ILSVRC2012_val_00024629.png,491,491,491,False
ILSVRC2012_val_00007460.png,492,492,492,False
ILSVRC2012_val_00015177.png,493,493,493,False
ILSVRC2012_val_00007893.png,494,494,494,False
ILSVRC2012_val_00038376.png,495,495,495,False
ILSVRC2012_val_00028487.png,496,496,496,False
ILSVRC2012_val_00005832.png,497,497,497,False
ILSVRC2012_val_00034021.png,498,498,498,False
ILSVRC2012_val_00022945.png,499,499,499,False
ILSVRC2012_val_00038966.png,500,500,500,False
ILSVRC2012_val_00013091.png,501,501,501,False
ILSVRC2012_val_00038702.png,502,502,502,False
